"borrower_id","state","city","zip_code","loan_id","date_of_release","term","interestrate","loanamount","downpayment","payment_frequency","maturity_date","expected_payment_date","expected_payment_amount","date_paid","amount_paid","par_days","cumulative_amount_due","cumulative_amount_paid","amount_at_risk"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2022-09-16","1271803.806",457,"91569874.032","778343929.272","-686774055.240"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2021-08-16","1271803.806",61,"91569874.032","183139748.064","-91569874.032"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2022-06-16","1271803.806",365,"91569874.032","640989118.224","-549419244.192"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2023-08-16","1271803.806",791,"91569874.032","1281978236.448","-1190408362.416"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2021-11-16","1271803.806",153,"91569874.032","320494559.112","-228924685.080"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2021-05-16","1271803.806",-31,"91569874.032","45784937.016","0"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2023-05-16","1271803.806",699,"91569874.032","1144623425.400","-1053053551.368"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2021-10-16","1271803.806",122,"91569874.032","274709622.096","-183139748.064"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2022-04-16","1271803.806",304,"91569874.032","549419244.192","-457849370.160"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2024-04-16","1271803.806",1035,"91569874.032","1648257732.576","-1556687858.544"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2022-11-16","1271803.806",518,"91569874.032","869913803.304","-778343929.272"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2023-07-16","1271803.806",760,"91569874.032","1236193299.432","-1144623425.400"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2022-10-16","1271803.806",487,"91569874.032","824128866.288","-732558992.256"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2022-08-16","1271803.806",426,"91569874.032","732558992.256","-640989118.224"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2023-01-16","1271803.806",579,"91569874.032","961483677.336","-869913803.304"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2023-10-16","1271803.806",852,"91569874.032","1373548110.480","-1281978236.448"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2024-03-16","1271803.806",1004,"91569874.032","1602472795.560","-1510902921.528"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2024-02-16","1271803.806",975,"91569874.032","1556687858.544","-1465117984.512"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2023-11-16","1271803.806",883,"91569874.032","1419333047.496","-1327763173.464"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2022-03-16","1271803.806",273,"91569874.032","503634307.176","-412064433.144"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2021-06-16","1271803.806",0,"91569874.032","91569874.032","0"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2022-02-16","1271803.806",245,"91569874.032","457849370.160","-366279496.128"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2021-09-16","1271803.806",92,"91569874.032","228924685.080","-137354811.048"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2023-03-16","1271803.806",638,"91569874.032","1053053551.368","-961483677.336"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2022-01-16","1271803.806",214,"91569874.032","412064433.144","-320494559.112"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2021-12-16","1271803.806",183,"91569874.032","366279496.128","-274709622.096"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2021-07-16","1271803.806",30,"91569874.032","137354811.048","-45784937.016"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2023-09-16","1271803.806",822,"91569874.032","1327763173.464","-1236193299.432"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2022-12-16","1271803.806",548,"91569874.032","915698740.320","-824128866.288"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2022-05-16","1271803.806",334,"91569874.032","595204181.208","-503634307.176"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-06-16","1271803.806","2024-01-16","1271803.806",944,"91569874.032","1510902921.528","-1419333047.496"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2023-04-16","1271803.806",639,"137354811.048","1098838488.384","-961483677.336"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2023-08-16","1271803.806",761,"137354811.048","1281978236.448","-1144623425.400"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2021-07-16","1271803.806",0,"137354811.048","137354811.048","0"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2023-05-16","1271803.806",669,"137354811.048","1144623425.400","-1007268614.352"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2022-03-16","1271803.806",243,"137354811.048","503634307.176","-366279496.128"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2023-06-16","1271803.806",700,"137354811.048","1190408362.416","-1053053551.368"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2022-02-16","1271803.806",215,"137354811.048","457849370.160","-320494559.112"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2022-07-16","1271803.806",365,"137354811.048","686774055.240","-549419244.192"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2023-07-16","1271803.806",730,"137354811.048","1236193299.432","-1098838488.384"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2021-12-16","1271803.806",153,"137354811.048","366279496.128","-228924685.080"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2023-12-16","1271803.806",883,"137354811.048","1465117984.512","-1327763173.464"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2021-08-16","1271803.806",31,"137354811.048","183139748.064","-45784937.016"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2022-09-16","1271803.806",427,"137354811.048","778343929.272","-640989118.224"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2022-05-16","1271803.806",304,"137354811.048","595204181.208","-457849370.160"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2021-09-16","1271803.806",62,"137354811.048","228924685.080","-91569874.032"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2024-04-16","1271803.806",1005,"137354811.048","1648257732.576","-1510902921.528"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2023-01-16","1271803.806",549,"137354811.048","961483677.336","-824128866.288"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2022-11-16","1271803.806",488,"137354811.048","869913803.304","-732558992.256"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2021-05-16","1271803.806",-61,"137354811.048","45784937.016","0"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2023-02-16","1271803.806",580,"137354811.048","1007268614.352","-869913803.304"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2022-10-16","1271803.806",457,"137354811.048","824128866.288","-686774055.240"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2022-04-16","1271803.806",274,"137354811.048","549419244.192","-412064433.144"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2023-09-16","1271803.806",792,"137354811.048","1327763173.464","-1190408362.416"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2022-12-16","1271803.806",518,"137354811.048","915698740.320","-778343929.272"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2022-08-16","1271803.806",396,"137354811.048","732558992.256","-595204181.208"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2023-03-16","1271803.806",608,"137354811.048","1053053551.368","-915698740.320"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2022-01-16","1271803.806",184,"137354811.048","412064433.144","-274709622.096"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2021-10-16","1271803.806",92,"137354811.048","274709622.096","-137354811.048"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2023-10-16","1271803.806",822,"137354811.048","1373548110.480","-1236193299.432"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2023-11-16","1271803.806",853,"137354811.048","1419333047.496","-1281978236.448"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2022-06-16","1271803.806",335,"137354811.048","640989118.224","-503634307.176"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2024-03-16","1271803.806",974,"137354811.048","1602472795.560","-1465117984.512"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2021-06-16","1271803.806",-30,"137354811.048","91569874.032","0"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2021-11-16","1271803.806",123,"137354811.048","320494559.112","-183139748.064"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2024-01-16","1271803.806",914,"137354811.048","1510902921.528","-1373548110.480"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-07-16","1271803.806","2024-02-16","1271803.806",945,"137354811.048","1556687858.544","-1419333047.496"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-08-16","1271803.806","2021-11-16","1271803.806",92,"183139748.064","320494559.112","-137354811.048"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-08-16","1271803.806","2022-12-16","1271803.806",487,"183139748.064","915698740.320","-732558992.256"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-08-16","1271803.806","2023-01-16","1271803.806",518,"183139748.064","961483677.336","-778343929.272"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-08-16","1271803.806","2023-09-16","1271803.806",761,"183139748.064","1327763173.464","-1144623425.400"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-08-16","1271803.806","2021-12-16","1271803.806",122,"183139748.064","366279496.128","-183139748.064"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-08-16","1271803.806","2022-06-16","1271803.806",304,"183139748.064","640989118.224","-457849370.160"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-08-16","1271803.806","2023-05-16","1271803.806",638,"183139748.064","1144623425.400","-961483677.336"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-08-16","1271803.806","2024-04-16","1271803.806",974,"183139748.064","1648257732.576","-1465117984.512"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-08-16","1271803.806","2023-02-16","1271803.806",549,"183139748.064","1007268614.352","-824128866.288"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-08-16","1271803.806","2022-10-16","1271803.806",426,"183139748.064","824128866.288","-640989118.224"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-08-16","1271803.806","2022-11-16","1271803.806",457,"183139748.064","869913803.304","-686774055.240"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-08-16","1271803.806","2022-03-16","1271803.806",212,"183139748.064","503634307.176","-320494559.112"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-08-16","1271803.806","2024-03-16","1271803.806",943,"183139748.064","1602472795.560","-1419333047.496"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-08-16","1271803.806","2024-02-16","1271803.806",914,"183139748.064","1556687858.544","-1373548110.480"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-08-16","1271803.806","2022-02-16","1271803.806",184,"183139748.064","457849370.160","-274709622.096"
"123fd35","dfgc","12olki","19473","09u924rbwf","2021-04-16",36,"1.05","45784937","1200000","1271803.806","2024-04-30","2021-08-16","1271803.806","2022-04-16","1271803.806",243,"183139748.064","549419244.192","-366279496.128"
